"remoteness","state","year","measure","value_type","value","na_value"
"Inner Regional","Australia",2022,"Standardised death rate","rate",5.5,NA
"Inner Regional","Australia",2022,"Median age at death","years",81.4,NA
"Inner Regional","Australia",2023,"Estimated Resident Population","persons",4683501,NA
"Inner Regional","Australia",2023,"Deaths","no.",42055,NA
"Inner Regional","Australia",2023,"Infant mortality rate","rate",3.4,NA
"Inner Regional","Australia",2023,"Standardised death rate","rate",5.6,NA
"Inner Regional","Australia",2023,"Median age at death","years",81.5,NA
"Inner Regional","Australia",2024,"Estimated Resident Population","persons",4746958,NA
"Inner Regional","Australia",2024,"Deaths","no.",42994,NA
"Inner Regional","Australia",2024,"Infant mortality rate","rate",3.5,NA
"Inner Regional","Australia",2024,"Standardised death rate","rate",5.6,NA
"Inner Regional","Australia",2024,"Median age at death","years",81.6,NA
"Outer Regional","Australia",2011,"Estimated Resident Population","persons",1967432,NA
"Outer Regional","Australia",2011,"Deaths","no.",14552,NA
"Outer Regional","Australia",2011,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Australia",2011,"Standardised death rate","rate",NA,"np"
"Outer Regional","Australia",2011,"Median age at death","years",NA,"np"
"Outer Regional","Australia",2012,"Estimated Resident Population","persons",1987491,NA
"Outer Regional","Australia",2012,"Deaths","no.",14447,NA
"Outer Regional","Australia",2012,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Australia",2012,"Standardised death rate","rate",NA,"np"
"Outer Regional","Australia",2012,"Median age at death","years",NA,"np"
"Outer Regional","Australia",2013,"Estimated Resident Population","persons",2005037,NA
"Outer Regional","Australia",2013,"Deaths","no.",14750,NA
"Outer Regional","Australia",2013,"Infant mortality rate","rate",4.7,NA
"Outer Regional","Australia",2013,"Standardised death rate","rate",6.3,NA
"Outer Regional","Australia",2013,"Median age at death","years",79.2,NA
"Outer Regional","Australia",2014,"Estimated Resident Population","persons",2015440,NA
"Outer Regional","Australia",2014,"Deaths","no.",14836,NA
"Outer Regional","Australia",2014,"Infant mortality rate","rate",4.1,NA
"Outer Regional","Australia",2014,"Standardised death rate","rate",6.1,NA
"Outer Regional","Australia",2014,"Median age at death","years",79.1,NA
"Outer Regional","Australia",2015,"Estimated Resident Population","persons",2022084,NA
"Outer Regional","Australia",2015,"Deaths","no.",15629,NA
"Outer Regional","Australia",2015,"Infant mortality rate","rate",4,NA
"Outer Regional","Australia",2015,"Standardised death rate","rate",6.1,NA
"Outer Regional","Australia",2015,"Median age at death","years",79,NA
"Outer Regional","Australia",2016,"Estimated Resident Population","persons",2027519,NA
"Outer Regional","Australia",2016,"Deaths","no.",15928,NA
"Outer Regional","Australia",2016,"Infant mortality rate","rate",3.9,NA
"Outer Regional","Australia",2016,"Standardised death rate","rate",6.1,NA
"Outer Regional","Australia",2016,"Median age at death","years",79.1,NA
"Outer Regional","Australia",2017,"Estimated Resident Population","persons",2039982,NA
"Outer Regional","Australia",2017,"Deaths","no.",16033,NA
"Outer Regional","Australia",2017,"Infant mortality rate","rate",4.2,NA
"Outer Regional","Australia",2017,"Standardised death rate","rate",6.1,NA
"Outer Regional","Australia",2017,"Median age at death","years",79.2,NA
"Outer Regional","Australia",2018,"Estimated Resident Population","persons",2049880,NA
"Outer Regional","Australia",2018,"Deaths","no.",15925,NA
"Outer Regional","Australia",2018,"Infant mortality rate","rate",4.4,NA
"Outer Regional","Australia",2018,"Standardised death rate","rate",6,NA
"Outer Regional","Australia",2018,"Median age at death","years",79.3,NA
"Outer Regional","Australia",2019,"Estimated Resident Population","persons",2059373,NA
"Outer Regional","Australia",2019,"Deaths","no.",16647,NA
"Outer Regional","Australia",2019,"Infant mortality rate","rate",4.4,NA
"Outer Regional","Australia",2019,"Standardised death rate","rate",6,NA
"Outer Regional","Australia",2019,"Median age at death","years",79.4,NA
"Outer Regional","Australia",2020,"Estimated Resident Population","persons",2072522,NA
"Outer Regional","Australia",2020,"Deaths","no.",16087,NA
"Outer Regional","Australia",2020,"Infant mortality rate","rate",4.3,NA
"Outer Regional","Australia",2020,"Standardised death rate","rate",5.9,NA
"Outer Regional","Australia",2020,"Median age at death","years",79.3,NA
"Outer Regional","Australia",2021,"Estimated Resident Population","persons",2082855,NA
"Outer Regional","Australia",2021,"Deaths","no.",16860,NA
"Outer Regional","Australia",2021,"Infant mortality rate","rate",4.2,NA
"Outer Regional","Australia",2021,"Standardised death rate","rate",5.8,NA
"Outer Regional","Australia",2021,"Median age at death","years",79.4,NA
"Outer Regional","Australia",2022,"Estimated Resident Population","persons",2099419,NA
"Outer Regional","Australia",2022,"Deaths","no.",18353,NA
"Outer Regional","Australia",2022,"Infant mortality rate","rate",4.1,NA
"Outer Regional","Australia",2022,"Standardised death rate","rate",5.8,NA
"Outer Regional","Australia",2022,"Median age at death","years",79.5,NA
"Outer Regional","Australia",2023,"Estimated Resident Population","persons",2119633,NA
"Outer Regional","Australia",2023,"Deaths","no.",18077,NA
"Outer Regional","Australia",2023,"Infant mortality rate","rate",3.9,NA
"Outer Regional","Australia",2023,"Standardised death rate","rate",5.8,NA
"Outer Regional","Australia",2023,"Median age at death","years",79.6,NA
"Outer Regional","Australia",2024,"Estimated Resident Population","persons",2138173,NA
"Outer Regional","Australia",2024,"Deaths","no.",19027,NA
"Outer Regional","Australia",2024,"Infant mortality rate","rate",3.8,NA
"Outer Regional","Australia",2024,"Standardised death rate","rate",5.9,NA
"Outer Regional","Australia",2024,"Median age at death","years",79.7,NA
"Remote","Australia",2011,"Estimated Resident Population","persons",303223,NA
"Remote","Australia",2011,"Deaths","no.",1704,NA
"Remote","Australia",2011,"Infant mortality rate","rate",NA,"np"
"Remote","Australia",2011,"Standardised death rate","rate",NA,"np"
"Remote","Australia",2011,"Median age at death","years",NA,"np"
"Remote","Australia",2012,"Estimated Resident Population","persons",305272,NA
"Remote","Australia",2012,"Deaths","no.",1741,NA
"Remote","Australia",2012,"Infant mortality rate","rate",NA,"np"
"Remote","Australia",2012,"Standardised death rate","rate",NA,"np"
"Remote","Australia",2012,"Median age at death","years",NA,"np"
"Remote","Australia",2013,"Estimated Resident Population","persons",306561,NA
"Remote","Australia",2013,"Deaths","no.",1701,NA
"Remote","Australia",2013,"Infant mortality rate","rate",5.4,NA
"Remote","Australia",2013,"Standardised death rate","rate",6.5,NA
"Remote","Australia",2013,"Median age at death","years",73.3,NA
"Remote","Australia",2014,"Estimated Resident Population","persons",303587,NA
"Remote","Australia",2014,"Deaths","no.",1781,NA
"Remote","Australia",2014,"Infant mortality rate","rate",5.2,NA
"Remote","Australia",2014,"Standardised death rate","rate",6.4,NA
"Remote","Australia",2014,"Median age at death","years",73.3,NA
"Remote","Australia",2015,"Estimated Resident Population","persons",300093,NA
"Remote","Australia",2015,"Deaths","no.",1823,NA
"Remote","Australia",2015,"Infant mortality rate","rate",4.5,NA
"Remote","Australia",2015,"Standardised death rate","rate",6.4,NA
"Remote","Australia",2015,"Median age at death","years",73.5,NA
"Remote","Australia",2016,"Estimated Resident Population","persons",295847,NA
"Remote","Australia",2016,"Deaths","no.",1720,NA
"Remote","Australia",2016,"Infant mortality rate","rate",4,NA
"Remote","Australia",2016,"Standardised death rate","rate",6.5,NA
"Remote","Australia",2016,"Median age at death","years",74.2,NA
"Remote","Australia",2017,"Estimated Resident Population","persons",295564,NA
"Remote","Australia",2017,"Deaths","no.",1800,NA
"Remote","Australia",2017,"Infant mortality rate","rate",4.7,NA
"Remote","Australia",2017,"Standardised death rate","rate",6.5,NA
"Remote","Australia",2017,"Median age at death","years",74.8,NA
"Remote","Australia",2018,"Estimated Resident Population","persons",295842,NA
"Remote","Australia",2018,"Deaths","no.",1740,NA
"Remote","Australia",2018,"Infant mortality rate","rate",4.4,NA
"Remote","Australia",2018,"Standardised death rate","rate",6.3,NA
"Remote","Australia",2018,"Median age at death","years",74.9,NA
"Remote","Australia",2019,"Estimated Resident Population","persons",296682,NA
"Remote","Australia",2019,"Deaths","no.",1780,NA
"Remote","Australia",2019,"Infant mortality rate","rate",4.7,NA
"Remote","Australia",2019,"Standardised death rate","rate",6.2,NA
"Remote","Australia",2019,"Median age at death","years",74.8,NA
"Remote","Australia",2020,"Estimated Resident Population","persons",298482,NA
"Remote","Australia",2020,"Deaths","no.",1807,NA
"Remote","Australia",2020,"Infant mortality rate","rate",4.5,NA
"Remote","Australia",2020,"Standardised death rate","rate",6.1,NA
"Remote","Australia",2020,"Median age at death","years",75,NA
"Remote","Australia",2021,"Estimated Resident Population","persons",299976,NA
"Remote","Australia",2021,"Deaths","no.",1937,NA
"Remote","Australia",2021,"Infant mortality rate","rate",4.4,NA
"Remote","Australia",2021,"Standardised death rate","rate",6.1,NA
"Remote","Australia",2021,"Median age at death","years",74.9,NA
"Remote","Australia",2022,"Estimated Resident Population","persons",301750,NA
"Remote","Australia",2022,"Deaths","no.",2042,NA
"Remote","Australia",2022,"Infant mortality rate","rate",4.6,NA
"Remote","Australia",2022,"Standardised death rate","rate",6.2,NA
"Remote","Australia",2022,"Median age at death","years",74.7,NA
"Remote","Australia",2023,"Estimated Resident Population","persons",304166,NA
"Remote","Australia",2023,"Deaths","no.",1964,NA
"Remote","Australia",2023,"Infant mortality rate","rate",4.8,NA
"Remote","Australia",2023,"Standardised death rate","rate",6.2,NA
"Remote","Australia",2023,"Median age at death","years",74.7,NA
"Remote","Australia",2024,"Estimated Resident Population","persons",306205,NA
"Remote","Australia",2024,"Deaths","no.",1968,NA
"Remote","Australia",2024,"Infant mortality rate","rate",5.5,NA
"Remote","Australia",2024,"Standardised death rate","rate",6,NA
"Remote","Australia",2024,"Median age at death","years",74.9,NA
"Very Remote","Australia",2011,"Estimated Resident Population","persons",211156,NA
"Very Remote","Australia",2011,"Deaths","no.",1070,NA
"Very Remote","Australia",2011,"Infant mortality rate","rate",NA,"np"
"Very Remote","Australia",2011,"Standardised death rate","rate",NA,"np"
"Very Remote","Australia",2011,"Median age at death","years",NA,"np"
"Very Remote","Australia",2012,"Estimated Resident Population","persons",212610,NA
"Very Remote","Australia",2012,"Deaths","no.",1148,NA
"Very Remote","Australia",2012,"Infant mortality rate","rate",NA,"np"
"Very Remote","Australia",2012,"Standardised death rate","rate",NA,"np"
"Very Remote","Australia",2012,"Median age at death","years",NA,"np"
"Very Remote","Australia",2013,"Estimated Resident Population","persons",212911,NA
"Very Remote","Australia",2013,"Deaths","no.",1107,NA
"Very Remote","Australia",2013,"Infant mortality rate","rate",8.3,NA
"Very Remote","Australia",2013,"Standardised death rate","rate",7.8,NA
"Very Remote","Australia",2013,"Median age at death","years",64,NA
"Very Remote","Australia",2014,"Estimated Resident Population","persons",209181,NA
"Very Remote","Australia",2014,"Deaths","no.",1131,NA
"Very Remote","Australia",2014,"Infant mortality rate","rate",7.9,NA
"Very Remote","Australia",2014,"Standardised death rate","rate",7.8,NA
"Very Remote","Australia",2014,"Median age at death","years",64.8,NA
"Very Remote","Australia",2015,"Estimated Resident Population","persons",204461,NA
"Very Remote","Australia",2015,"Deaths","no.",1099,NA
"Very Remote","Australia",2015,"Infant mortality rate","rate",9,NA
"Very Remote","Australia",2015,"Standardised death rate","rate",7.5,NA
"Very Remote","Australia",2015,"Median age at death","years",64.6,NA
"Very Remote","Australia",2016,"Estimated Resident Population","persons",201836,NA
"Very Remote","Australia",2016,"Deaths","no.",1132,NA
"Very Remote","Australia",2016,"Infant mortality rate","rate",8.7,NA
"Very Remote","Australia",2016,"Standardised death rate","rate",7.9,NA
"Very Remote","Australia",2016,"Median age at death","years",65,NA
"Very Remote","Australia",2017,"Estimated Resident Population","persons",199741,NA
"Very Remote","Australia",2017,"Deaths","no.",1088,NA
"Very Remote","Australia",2017,"Infant mortality rate","rate",7.8,NA
"Very Remote","Australia",2017,"Standardised death rate","rate",8,NA
"Very Remote","Australia",2017,"Median age at death","years",65.6,NA
"Very Remote","Australia",2018,"Estimated Resident Population","persons",198199,NA
"Very Remote","Australia",2018,"Deaths","no.",1128,NA
"Very Remote","Australia",2018,"Infant mortality rate","rate",7.2,NA
"Very Remote","Australia",2018,"Standardised death rate","rate",8.2,NA
"Very Remote","Australia",2018,"Median age at death","years",66.6,NA
"Very Remote","Australia",2019,"Estimated Resident Population","persons",197115,NA
"Very Remote","Australia",2019,"Deaths","no.",1106,NA
"Very Remote","Australia",2019,"Infant mortality rate","rate",6.3,NA
"Very Remote","Australia",2019,"Standardised death rate","rate",7.9,NA
